t,LDV
0.0012176,8.52958984375e-05
0.0012177,6.25060119628906e-05
0.0012178,4.85254516601562e-05
0.0012179,2.33773498535156e-05
0.001218,4.96856689453125e-06
0.0012181,-1.23161926269531e-05
0.0012182,-1.32232055664063e-05
0.0012183,-4.32489013671875e-06
0.0012184,1.22388000488281e-05
0.0012185,2.99494934082031e-05
0.0012186,5.119775390625e-05
0.0012187,5.07669067382813e-05
0.0012188,6.81384887695313e-05
0.0012189,5.53762512207031e-05
0.001219,5.69306945800781e-05
0.0012191,5.96389770507813e-05
0.0012192,4.93519287109375e-05
0.0012193,5.41772155761719e-05
0.0012194,5.56382751464844e-05
0.0012195,6.40097961425781e-05
0.0012196,5.49939880371094e-05
0.0012197,3.49544372558594e-05
0.0012198,2.13030700683594e-05
0.0012199,1.83272705078125e-05
0.00122,1.31978149414063e-05
0.0012201,2.18189697265625e-05
0.0012202,5.01872863769531e-05
0.0012203,6.56004638671875e-05
0.0012204,8.52217407226562e-05
0.0012205,8.42117309570313e-05
0.0012206,9.93464660644531e-05
0.0012207,9.71119079589844e-05
0.0012208,0.000108346466064453
0.0012209,0.000120823760986328
0.001221,0.000120193328857422
0.0012211,0.000121062866210938
0.0012212,0.000118627502441406
0.0012213,0.000117013366699219
0.0012214,0.000101729278564453
0.0012215,8.35492858886719e-05
0.0012216,4.4524658203125e-05
0.0012217,2.00805969238281e-05
0.0012218,2.97894287109375e-06
0.0012219,-2.0381591796875e-05
0.001222,-1.70993957519531e-05
0.0012221,-3.98150634765625e-06
0.0012222,2.48330688476563e-06
0.0012223,1.51897583007813e-05
0.0012224,2.43888549804688e-05
0.0012225,3.39352111816406e-05
0.0012226,3.89035339355469e-05
0.0012227,5.15551147460938e-05
0.0012228,7.09653625488281e-05
0.0012229,6.82557678222656e-05
0.001223,8.79879760742188e-05
0.0012231,0.000111556701660156
0.0012232,0.000101474365234375
0.0012233,0.000114696685791016
0.0012234,0.000116892211914063
0.0012235,0.000108750335693359
0.0012236,8.87007446289063e-05
0.0012237,7.87610778808594e-05
0.0012238,6.68890686035156e-05
0.0012239,7.28320922851563e-05
0.001224,6.40028991699219e-05
0.0012241,4.86519470214844e-05
0.0012242,2.30643310546875e-05
0.0012243,1.34143676757813e-05
0.0012244,-1.94134521484375e-06
0.0012245,-1.38189392089844e-05
0.0012246,-3.21817626953125e-05
0.0012247,-3.85625e-05
0.0012248,-4.16460876464844e-05
0.0012249,-3.69871215820313e-05
0.001225,-2.45264892578125e-05
0.0012251,-1.56318969726562e-05
0.0012252,-5.54110717773438e-06
0.0012253,1.26842346191406e-05
0.0012254,2.91786804199219e-05
0.0012255,4.80464782714844e-05
0.0012256,5.37068786621094e-05
0.0012257,6.63203125e-05
0.0012258,7.26213989257813e-05
0.0012259,7.20538024902344e-05
0.001226,8.76681823730469e-05
0.0012261,0.000116431549072266
0.0012262,0.000112753295898438
0.0012263,0.000119144287109375
0.0012264,0.000127724853515625
0.0012265,0.000134457397460937
0.0012266,0.000132328826904297
0.0012267,0.000133530151367188
0.0012268,0.000117004180908203
0.0012269,0.00010597509765625
0.001227,9.65990905761719e-05
0.0012271,8.87069091796875e-05
0.0012272,8.02688293457031e-05
0.0012273,8.31593933105469e-05
0.0012274,8.29757690429687e-05
0.0012275,6.23836364746094e-05
0.0012276,5.54124450683594e-05
0.0012277,2.53484497070313e-05
0.0012278,-3.3050537109375e-07
0.0012279,-2.58481140136719e-05
0.001228,-4.30603637695313e-05
0.0012281,-6.71568603515625e-05
0.0012282,-4.91453247070313e-05
0.0012283,-3.98346252441406e-05
0.0012284,-3.09663696289063e-05
0.0012285,-2.29197998046875e-05
0.0012286,-2.12671203613281e-05
0.0012287,-5.90264892578125e-06
0.0012288,-7.906494140625e-07
0.0012289,1.57823486328125e-05
0.001229,4.0278076171875e-05
0.0012291,4.9332275390625e-05
0.0012292,7.1072998046875e-05
0.0012293,7.24364929199219e-05
0.0012294,9.27109680175781e-05
0.0012295,8.98219604492188e-05
0.0012296,6.88548278808594e-05
0.0012297,7.18380126953125e-05
0.0012298,6.23573608398437e-05
0.0012299,4.13687438964844e-05
0.00123,3.59898986816406e-05
0.0012301,3.31268615722656e-05
0.0012302,1.94175720214844e-05
0.0012303,2.59258117675781e-05
0.0012304,3.05243530273437e-05
0.0012305,3.56857604980469e-05
0.0012306,5.07635192871094e-05
0.0012307,6.41360473632812e-05
0.0012308,7.63085021972656e-05
0.0012309,8.24532470703125e-05
0.001231,8.50427856445313e-05
0.0012311,9.81754455566406e-05
0.0012312,7.90965576171875e-05
0.0012313,9.35089416503906e-05
0.0012314,8.06765441894531e-05
0.0012315,7.93699951171875e-05
0.0012316,6.34201965332031e-05
0.0012317,6.05237121582031e-05
0.0012318,6.91976623535156e-05
0.0012319,7.54107971191406e-05
0.001232,7.08717956542969e-05
0.0012321,8.69684143066406e-05
0.0012322,9.49029235839844e-05
0.0012323,9.12969665527344e-05
0.0012324,8.18099975585937e-05
